35
3    4    5
      0.18      0.176528      0.154291    0.00413275    0.00175046     -0.119316     -0.097602      0.118164    -0.0405559    0.00371921  -0.000146839   2.84244e-06      0.089493      0.176528     0.0591263    -0.0629928   -0.00562929   -0.00167871     9.529e-05  -1.01473e-05      0.176528   -0.00828991     0.0124505    0.00668901   -0.00036523   5.50947e-05    1.2028e-06      0.176528     -0.144959       0.10775      0.144133    -0.0135272    0.00152571   1.62589e-05
  0.182899      0.178253      0.156192    0.00411894    0.00172868     -0.127102     -0.103858      0.127271    -0.0443073    0.00430747  -0.000184626   3.75937e-06     0.0960012      0.178253     0.0640733     -0.068121   -0.00642115   -0.00183735   0.000105122  -1.14838e-05      0.178253      0.014875    -0.0112448    0.00364076   -0.00109946   9.07273e-05  -2.93566e-06      0.178253     -0.234823      0.396735    0.00657789     0.0218355   -0.00122431   0.000105791
  0.185797      0.179968      0.158094    0.00410241      0.001706     -0.124574     -0.123407      0.143599    -0.0460879    0.00454794  -0.000196769   4.00577e-06     0.0985699      0.179968      0.059242    -0.0633941   -0.00572677    -0.0016688   9.45348e-05  -1.07538e-05      0.179968    0.00022982    0.00449272    0.00546577  -0.000571768   6.43426e-05   2.40757e-08      0.179968      0.158093      0.119535     -0.144929       0.03005   -0.00227892   7.85676e-05
  0.188696      0.181676      0.159998    0.00408318    0.00168245     -0.126281     -0.139647      0.158541    -0.0492049     0.0050552   -0.00023011   4.83556e-06      0.103421      0.181676      0.058658    -0.0629016   -0.00567365   -0.00168149   9.92195e-05   -1.1186e-05      0.181676   -0.00422554    0.00969553    0.00589706  -0.000356796   5.33942e-05   1.09836e-06      0.181676      0.695071     -0.524473     -0.150425   -0.00207484  -0.000310684  -5.58921e-05
  0.191594      0.183376      0.161903    0.00406134    0.00165808     -0.082293     -0.219181      0.210699    -0.0434752    0.00394532   -0.00014139   2.43408e-06     0.0909548      0.183376     0.0774236    -0.0821912   -0.00855488   -0.00225742   0.000124319     -1.52e-05      0.183376     0.0039557    0.00182474     0.0045896  -0.000561592   6.09958e-05   -2.4662e-07      0.183376    -0.0364847      0.200102    -0.0198467     0.0156534  -0.000868317   7.31443e-05
  0.194493       0.18507      0.163809    0.00403691    0.00163293      -0.13893     -0.154466      0.177876    -0.0561122    0.00610804  -0.000294813    6.3616e-06       0.11509       0.18507     0.0572994    -0.0621096     -0.005173   -0.00172219   0.000105835  -1.18237e-05       0.18507   0.000447655    0.00593676    0.00501005  -0.000411579   5.50323e-05    5.6858e-07       0.18507      0.385507     -0.231351    -0.0821899    0.00168999  -0.000165989  -1.55347e-05
  0.197391      0.186756      0.165717    0.00400997    0.00160705     -0.124766      -0.19302      0.205688    -0.0565921    0.00618889  -0.000298849     6.466e-06      0.114296      0.186756      0.020305    -0.0244927   0.000429851  -0.000415911   3.37637e-05  -3.47975e-06      0.186756   -0.00076626    0.00757521    0.00515836  -0.000318434   4.79492e-05   1.16255e-06      0.186756      0.262258     -0.113479    -0.0580933    0.00462171   -0.00025788   7.90593e-06
   0.20029      0.188436      0.167627    0.00398056    0.00158049     -0.121175     -0.218065      0.226346    -0.0590196    0.00660363  -0.000327117   7.20633e-06      0.117488      0.188436     0.0496712    -0.0544334   -0.00432597   -0.00136553   8.47684e-05  -1.05022e-05      0.188436     0.0056947    0.00142598    0.00413655  -0.000513677    5.8723e-05  -1.87065e-07      0.188436      0.186175    -0.0256598    -0.0532255    0.00907321  -0.000566269   3.14114e-05
  0.203188       0.19011      0.169539    0.00394876    0.00155329     -0.132422     -0.218813      0.232268     -0.063727     0.0073949  -0.000381139   8.57619e-06      0.125354       0.19011     0.0474026    -0.0525187   -0.00362534   -0.00141063   9.67076e-05  -1.08205e-05       0.19011     0.0120631   -0.00470039    0.00316545   -0.00072659   7.21531e-05  -1.72275e-06       0.19011      0.691736     -0.544805     -0.128084   -0.00947142   0.000460753  -9.42665e-05
  0.206087      0.191778      0.171452    0.00391459    0.00152549      -0.15747     -0.206969      0.232304     -0.072318     0.0089346  -0.000493282   1.15135e-05      0.140096      0.191778     0.0429287    -0.0480358   -0.00284212   -0.00125451   8.60644e-05  -9.79668e-06      0.191778      0.006879    0.00127482    0.00368461    -0.0004479   5.51369e-05  -1.39754e-07      0.191778      0.530409      -0.39021    -0.0909815    -0.0071661   0.000481332  -6.61224e-05
