23
3    4    5
  0.066154     0.0968248     0.0805723    0.00192947    0.00124668     -0.013576     0.0119839    -0.0248997    0.00166485  -0.000489369    2.8154e-05  -5.17252e-07     0.0046834     0.0968248      0.202647     -0.202512    -0.0192305   -0.00103105  -1.60516e-05   -1.6236e-06     0.0968248     0.0142416    -0.0122612   -0.00108567  -7.98616e-05   2.10539e-07  -1.23983e-07     0.0968248      0.826197     -0.770554    -0.0648972   -0.00485169   2.71939e-05  -6.98405e-06
  0.069744      0.100252     0.0833558     0.0020489    0.00130732    -0.0152705     0.0143258    -0.0251085    0.00203204  -0.000572757   3.27267e-05   -5.8838e-07    0.00436494      0.100252      0.200606     -0.200658    -0.0195058   -0.00113631  -1.36271e-05   -1.9674e-06      0.100252     0.0110416   -0.00883334  -0.000776122  -6.77714e-05    5.8775e-07   -1.0971e-07      0.100252      0.535367     -0.476791    -0.0384953   -0.00349634   4.69969e-05  -5.01922e-06
  0.071538      0.101928     0.0847255    0.00210757    0.00133647    -0.0151054     0.0132991    -0.0242755    0.00205952   -0.00058581   3.31202e-05  -5.81252e-07    0.00430889      0.101928     0.0376027    -0.0372803   -0.00358515  -0.000205723  -2.02091e-06  -4.11045e-07      0.101928     0.0236538    -0.0214423   -0.00197048  -0.000157427   7.85007e-07  -2.78365e-07      0.101928      0.941836     -0.884729    -0.0775438   -0.00639391   5.21376e-05  -1.04437e-05
  0.073333      0.103584     0.0860827    0.00216555    0.00136484    -0.0273843     0.0353778    -0.0379164    0.00107077  -0.000471562   2.65484e-05  -4.32846e-07     0.0071929      0.103584       0.18029     -0.180287     -0.018069    -0.0010898   -1.2962e-05  -2.03214e-06      0.103584     0.0302673    -0.0280177   -0.00261303  -0.000212171   1.13764e-06  -3.91866e-07      0.103584      0.985078     -0.928238    -0.0817709    -0.0070985   7.14637e-05  -1.20828e-05
  0.075128      0.105217     0.0874274    0.00222278    0.00139242    -0.0310557     0.0510097    -0.0522487    0.00107661  -0.000488924    2.7505e-05   -4.4197e-07    0.00732363      0.105217      0.293318     -0.293475    -0.0300413   -0.00181839   -2.4845e-05  -3.43354e-06      0.105217     0.0506354    -0.0483281   -0.00471784  -0.000351832   1.31494e-07  -6.79667e-07      0.105217        1.3749       -1.3178     -0.122478   -0.00988348   5.60807e-05  -1.78709e-05
  0.076923       0.10683     0.0887601    0.00227922     0.0014192    -0.0564092     0.0991051    -0.0828647  -0.000986918  -0.000242608   1.42488e-05  -1.75349e-07     0.0131673       0.10683      0.146949     -0.146919    -0.0150524  -0.000959975  -9.24727e-06  -1.94965e-06       0.10683     0.0270817     -0.024579   -0.00233616  -0.000201033   1.27182e-06  -3.88505e-07       0.10683       1.26687      -1.20754     -0.113151   -0.00937297   5.85504e-05  -1.72006e-05
  0.078718      0.108422     0.0900814    0.00233487    0.00144517    -0.0314763     0.0455049    -0.0446489    0.00149103  -0.000598673   3.46129e-05   -5.8225e-07    0.00703763      0.108422      0.108538     -0.108483    -0.0111269  -0.000747564  -4.29101e-06  -1.62229e-06      0.108422     0.0268122    -0.0242101   -0.00230364   -0.00020914   1.72951e-06  -4.15062e-07      0.108422      0.815677     -0.754749    -0.0660376   -0.00671718   0.000105831  -1.20343e-05
  0.082308      0.111547     0.0926921    0.00244363     0.0014947    -0.0230316       0.01755    -0.0229101    0.00215392  -0.000749303   4.45426e-05   -7.9081e-07    0.00609193      0.111547     0.0639593    -0.0640486    -0.0064047  -0.000499181   1.53122e-06  -1.18444e-06      0.111547     0.0362957    -0.0335112   -0.00331378  -0.000300277    2.1838e-06   -6.3708e-07      0.111547       1.18399      -1.12254     -0.105729    -0.0101609   0.000125073  -2.02038e-05
  0.084103      0.113081     0.0939824    0.00249672    0.00151826    -0.0282636     0.0438342    -0.0456575    0.00274108  -0.000871076   5.28374e-05  -9.78844e-07    0.00515152      0.113081      0.071661    -0.0718897   -0.00719573  -0.000598689   3.49227e-06   -1.4499e-06      0.113081     0.0303956    -0.0274928   -0.00266381  -0.000270658   3.40845e-06  -5.88904e-07      0.113081      0.819265     -0.755674    -0.0665984   -0.00770083    0.00015737  -1.49472e-05
  0.085897      0.114597     0.0952627    0.00254888    0.00154099    -0.0222147     0.0234246    -0.0281099    0.00320768  -0.000955464   5.74993e-05  -1.05717e-06    0.00412821      0.114597      0.135652     -0.135957    -0.0144124   -0.00111554   1.42398e-08  -2.72339e-06      0.114597     0.0173349    -0.0141755   -0.00127926  -0.000162613   3.23443e-06  -3.39451e-07      0.114597      0.751264     -0.684883    -0.0601518     -0.007236   0.000155962  -1.39456e-05
