90
3    4
      0.04     0.0679969     0.0575289    0.00100843   0.000718554  -0.000197891   -0.00155625    0.00119558  -0.000431464   3.09549e-06  -7.42782e-08   8.44883e-09    -0.0011001
 0.0411955     0.0694622     0.0586748    0.00105118   0.000745002  -0.000320876  -0.000981135   0.000621995  -0.000458221   2.37791e-06  -2.05488e-08   8.15562e-09   -0.00113571
 0.0424268     0.0709511     0.0598384    0.00109539   0.000772109  -0.000370739   -0.00083931   0.000509156  -0.000481707   7.79069e-07   9.23866e-08   6.57281e-09   -0.00118301
 0.0436948     0.0724638     0.0610199    0.00114108   0.000799873  -0.000452686  -0.000628189   0.000345111  -0.000510458  -3.77509e-07   1.75543e-07   5.86167e-09    -0.0012226
 0.0450007     0.0740002     0.0622197    0.00118828   0.000828287  -0.000490618  -0.000603868   0.000365795  -0.000536564  -2.42284e-06   3.21832e-07   3.73023e-09   -0.00127194
 0.0463457     0.0755607      0.063438      0.001237   0.000857344  -0.000576088   -0.00045521   0.000286444  -0.000568611  -4.05559e-06   4.45085e-07   2.25059e-09   -0.00131136
 0.0477309     0.0771454     0.0646751    0.00128726   0.000887033  -0.000650516  -0.000351271   0.000251386  -0.000601074  -6.14387e-06   6.00815e-07   1.81213e-10   -0.00135398
 0.0491575     0.0787543     0.0659314    0.00133909   0.000917343  -0.000704814  -0.000298181   0.000260692  -0.000631954  -9.08994e-06    8.1956e-07  -3.26378e-09   -0.00140374
 0.0506267     0.0803876     0.0672072    0.00139251    0.00094826  -0.000802774  -0.000159563   0.000214056  -0.000668956  -1.17145e-05   1.02189e-06  -6.13454e-09   -0.00144336
 0.0521398     0.0820456     0.0685028    0.00144751   0.000979767  -0.000897817  -3.28287e-05   0.000181374  -0.000706729  -1.49242e-05   1.27061e-06  -9.95541e-09   -0.00148501
 0.0536981     0.0837282     0.0698188    0.00150413    0.00101184   -0.00100282   0.000115412   0.000134744  -0.000746826  -1.85329e-05   1.55471e-06  -1.44601e-08    -0.0015252
 0.0553031     0.0854357     0.0711554    0.00156235    0.00104447   -0.00112054   0.000264283   0.000104486  -0.000789945  -2.24807e-05   1.87017e-06  -1.95006e-08   -0.00156257
 0.0569559     0.0871682     0.0725132     0.0016222    0.00107762   -0.00121319   0.000385918   8.59832e-05  -0.000829844  -2.79293e-05   2.30458e-06  -2.73653e-08   -0.00160999
 0.0586582     0.0889258     0.0738925    0.00168366    0.00111127   -0.00138137   0.000573636   6.82102e-05  -0.000882119  -3.23476e-05   2.68011e-06  -3.35618e-08   -0.00163397
 0.0604114     0.0907087      0.075294    0.00174674    0.00114538   -0.00145962   0.000619707   0.000139236  -0.000920541  -4.04059e-05   3.34794e-06  -4.75106e-08    -0.0016888
  0.062217      0.092517     0.0767179    0.00181143    0.00117993   -0.00149058   0.000535752   0.000321074  -0.000954878  -5.04231e-05   4.18258e-06  -6.58854e-08   -0.00175543
 0.0640765     0.0943509      0.078165    0.00187772    0.00121487   -0.00156168   0.000487499   0.000494064   -0.00100319  -5.85695e-05   4.83378e-06  -7.71855e-08   -0.00180322
 0.0659916     0.0962105     0.0796358     0.0019456    0.00125017   -0.00134076  -0.000139203    0.00108204   -0.00101147  -7.53487e-05   6.18332e-06  -1.08296e-07   -0.00193712
 0.0679639      0.098096     0.0811309    0.00201503    0.00128577   -0.00151559    3.1729e-05    0.00111507   -0.00106669  -8.62418e-05   7.15391e-06  -1.29156e-07   -0.00196569
