90
3    4
      0.04     0.0652572     0.0538939    0.00119719    0.00080715   4.99207e-06   0.000156015   2.60643e-05  -0.000372109  -5.68319e-06   3.31225e-07   3.09845e-10   -0.00181343
 0.0411955     0.0666351       0.05494    0.00124643   0.000835177  -1.24922e-05   0.000159186   7.97809e-05  -0.000394328  -7.14953e-06   4.25252e-07  -8.89325e-10   -0.00187981
 0.0424268     0.0680347     0.0560025    0.00129725   0.000863806   -1.8921e-05   0.000137005   0.000151972  -0.000416856   -8.9727e-06   5.45138e-07  -2.62484e-09   -0.00194961
 0.0436948     0.0694562     0.0570817    0.00134968   0.000893026  -5.12955e-05    0.00018831   0.000168302  -0.000442301  -1.07661e-05   6.63718e-07  -4.18386e-09   -0.00201675
 0.0450007     0.0708997      0.058178    0.00140373   0.000922823    4.9415e-06   1.82255e-06    0.00038544  -0.000459062  -1.44167e-05   9.10128e-07  -8.72938e-09   -0.00210747
 0.0463457     0.0723655     0.0592918    0.00145942   0.000953182  -5.86653e-05   0.000175839   0.000287481  -0.000489703  -1.63594e-05   1.04199e-06  -1.03056e-08   -0.00217126
 0.0477309     0.0738536     0.0604235    0.00151677   0.000984085    4.1646e-05  -7.22272e-05   0.000532272  -0.000505347  -2.11259e-05   1.36199e-06  -1.61863e-08   -0.00227509
 0.0491575     0.0753643     0.0615735    0.00157577    0.00101551  -7.81861e-05   8.96561e-05   0.000508694  -0.000548654  -2.22253e-05   1.44698e-06  -1.64094e-08    -0.0023195
 0.0506267     0.0768978     0.0627422    0.00163646    0.00104744   -6.8886e-05   0.000111691   0.000541194  -0.000571375  -2.73063e-05   1.80725e-06  -2.31467e-08   -0.00241273
 0.0521398     0.0784541     0.0639301    0.00169882    0.00107984  -0.000106384   0.000241797   0.000495915  -0.000598376  -3.26996e-05   2.21506e-06  -3.13367e-08   -0.00249718
 0.0536981     0.0800336     0.0651377    0.00176287    0.00111269  -7.59551e-05   0.000117855   0.000685687  -0.000622599  -3.92359e-05    2.7018e-06  -4.11212e-08   -0.00259333
 0.0553031     0.0816364     0.0663655    0.00182859    0.00114596   6.75932e-05  -0.000210695    0.00100792  -0.000636244  -4.80227e-05   3.32943e-06  -5.36071e-08    -0.0027205
 0.0569559     0.0832627     0.0676141    0.00189599    0.00117961   0.000148543  -0.000326156    0.00114746  -0.000655573   -5.6906e-05   3.98423e-06   -6.6814e-08   -0.00283868
 0.0586582     0.0849127     0.0688842    0.00196505     0.0012136  -0.000498317    0.00096246   0.000336367  -0.000764162  -5.26223e-05   3.75666e-06  -5.82754e-08   -0.00275826
 0.0604114     0.0865866     0.0701762    0.00203576    0.00124789  -0.000494426   0.000850223   0.000549409  -0.000801128  -6.06748e-05   4.37388e-06  -6.99584e-08   -0.00284644
  0.062217     0.0882846     0.0714909     0.0021081    0.00128245  -0.000488767   0.000617555   0.000893924  -0.000843617  -6.92423e-05   5.06678e-06  -8.38956e-08   -0.00292466
 0.0640765     0.0900071     0.0728289    0.00218204    0.00131722  -0.000270743   0.000128506    0.00136362  -0.000852136  -8.45896e-05   6.24602e-06  -1.09834e-07   -0.00308044
 0.0659916     0.0917541     0.0741911    0.00225755    0.00135216  -0.000197254  -7.80102e-05    0.00164879  -0.000879879  -9.83147e-05   7.36278e-06  -1.35218e-07   -0.00319812
 0.0679639     0.0935261     0.0755781     0.0023346     0.0013872  -0.000308435   0.000174141    0.00159633  -0.000918342  -0.000112516   8.55999e-06  -1.61895e-07    -0.0032831
 0.0699952     0.0953232     0.0769908    0.00241313    0.00142229  -0.000359981   0.000122418    0.00182638  -0.000963751  -0.000127268   9.86206e-06  -1.92849e-07   -0.00336199
 0.0720872     0.0971457       0.07843    0.00249311    0.00145737   -0.00105164    0.00144153    0.00101823   -0.00110792  -0.000125209   9.80211e-06  -1.82001e-07   -0.00324811
 0.0742418     0.0989939     0.0798966    0.00257446    0.00149238   -0.00132534    0.00207122   0.000728584   -0.00115496  -0.000145172   1.16736e-05  -2.30081e-07   -0.00330839
 0.0764607      0.100868     0.0813915    0.00265713    0.00152724   -0.00104478   0.000850542    0.00200951   -0.00118601  -0.000167567   1.35963e-05  -2.74798e-07   -0.00343512
 0.0787459      0.102769     0.0829158    0.00274103    0.00156188   -0.00154457    0.00133965    0.00199395   -0.00133051  -0.000171234   1.40449e-05  -2.75207e-07   -0.00333552
 0.0810995      0.104696     0.0844704    0.00282609    0.00159624   -0.00296433    0.00434259  -7.22126e-05   -0.00155626  -0.000166603   1.41773e-05  -2.72958e-07   -0.00303644
 0.0835234      0.106651     0.0860565    0.00291222    0.00163021    -0.0030279    0.00324479    0.00139756   -0.00166644  -0.000181142    1.5565e-05  -2.99118e-07   -0.00301812
 0.0860197      0.108633     0.0876751    0.00299931    0.00166373   -0.00322509    0.00270402    0.00232549   -0.00180271   -0.00019422   1.69766e-05  -3.27586e-07   -0.00296147
 0.0885906      0.110643     0.0893274    0.00308724    0.00169671   -0.00527368     0.0065663  -0.000120477   -0.00210001  -0.000189397   1.75414e-05  -3.40967e-07   -0.00247453
 0.0912384      0.112681     0.0910147    0.00317591    0.00172905   -0.00612621    0.00688932   0.000325314   -0.00234381  -0.000191964   1.84567e-05  -3.58209e-07   -0.00217046
 0.0939653      0.114748     0.0927382    0.00326517    0.00176067   -0.00703611    0.00841507  -0.000393314   -0.00252327  -0.000211064   2.08058e-05   -4.1516e-07   -0.00198716
 0.0967737      0.116844     0.0944992    0.00335488    0.00179145   -0.00754044    0.00819921   0.000381344   -0.00271568  -0.000231465   2.33414e-05  -4.76216e-07   -0.00178535
