90
3    4
      0.04      0.067038      0.056239    0.00107453   0.000751103  -0.000192448  -0.000577885   0.000364625  -0.000414778   4.90214e-07   4.12029e-08   6.13548e-09    -0.0013365
 0.0411955     0.0684724     0.0573488    0.00111962   0.000778203  -0.000228967  -0.000554065   0.000390727  -0.000438643   -6.5083e-07   1.17282e-07   5.37222e-09   -0.00138686
 0.0424268     0.0699298     0.0584759    0.00116621   0.000805946  -0.000286936  -0.000363103   0.000236799  -0.000463205   -2.1286e-06   2.20138e-07   4.01907e-09   -0.00143855
 0.0436948     0.0714102     0.0596204    0.00121433   0.000834327  -0.000326701  -0.000302521   0.000225028  -0.000488626  -3.85884e-06   3.39499e-07    2.4255e-09   -0.00149276
 0.0450007     0.0729138     0.0607827      0.001264   0.000863337  -0.000361427  -0.000283589   0.000261121     -0.000515  -5.90447e-06   4.82514e-07   3.83717e-10   -0.00154875
 0.0463457     0.0744407     0.0619631    0.00131524   0.000892965  -0.000415802  -0.000206198   0.000248056  -0.000544345  -8.00387e-06   6.33167e-07  -1.73049e-09   -0.00160176
 0.0477309     0.0759912      0.063162    0.00136807   0.000923199  -0.000495076  -6.12364e-05    0.00018008  -0.000577549   -1.0047e-05   7.84075e-07  -3.71357e-09   -0.00165006
 0.0491575     0.0775653     0.0643797    0.00142251   0.000954024  -0.000548606  -2.95701e-06   0.000195763  -0.000608932  -1.29601e-05   9.96232e-07  -6.97673e-09   -0.00170641
 0.0506267     0.0791633     0.0656166    0.00147857   0.000985423  -0.000638631   0.000149817    0.00013745  -0.000644966  -1.58176e-05   1.21165e-06   -1.0183e-08   -0.00175572
 0.0521398     0.0807852     0.0668731    0.00153626    0.00101738  -0.000802537     0.0004495  -2.07424e-05  -0.000691285  -1.77403e-05   1.37045e-06  -1.18464e-08   -0.00178612
 0.0536981     0.0824312     0.0681496    0.00159559    0.00104986  -0.000701765   0.000132674    0.00029976  -0.000707949  -2.52102e-05   1.91649e-06  -2.28222e-08   -0.00188644
 0.0553031     0.0841016     0.0694465    0.00165656    0.00108285  -0.000817364   0.000321178   0.000232825  -0.000751057   -2.9232e-05   2.23312e-06  -2.78964e-08   -0.00193213
 0.0569559     0.0857963     0.0707645    0.00171918    0.00111632  -0.000917003   0.000489046   0.000183687  -0.000790806  -3.48683e-05   2.68088e-06  -3.61861e-08   -0.00198696
 0.0586582     0.0875157     0.0721039    0.00178345    0.00115023  -0.000959805   0.000381791    0.00040783  -0.000831277  -4.11349e-05   3.16966e-06  -4.49727e-08   -0.00204782
 0.0604114     0.0892598     0.0734653    0.00184935    0.00118456   -0.00106524    0.00053871   0.000403558  -0.000866031  -5.06378e-05    4.0016e-06  -6.52479e-08   -0.00211206
