90
3    4
      0.04     0.0661265     0.0550304    0.00113737   0.000780524  -9.71799e-05  -0.000191531   0.000173608  -0.000393884  -2.58601e-06    1.8545e-07   3.22353e-09   -0.00157699
 0.0411955     0.0675318     0.0561071    0.00118461   0.000808145  -0.000134931  -0.000108066   0.000138649  -0.000417315  -3.84312e-06   2.67993e-07   2.28839e-09   -0.00163442
 0.0424268     0.0689595     0.0572006     0.0012334   0.000836389  -0.000174954  -3.71572e-05   0.000122952  -0.000442405  -5.23857e-06   3.61459e-07   1.18727e-09   -0.00169208
 0.0436948     0.0704096     0.0583112    0.00128376   0.000865248  -0.000185931  -6.89383e-05   0.000206575   -0.00046545  -7.38179e-06   5.05915e-07   -1.0021e-09   -0.00175832
 0.0450007     0.0718823     0.0594392    0.00133571   0.000894712  -0.000209347  -4.30308e-05    0.00023563  -0.000490109  -9.76364e-06   6.70362e-07  -3.58779e-09    -0.0018246
 0.0463457     0.0733777     0.0605849    0.00138927   0.000924768  -0.000246287   2.71307e-06   0.000253748  -0.000518441  -1.20332e-05   8.27142e-07  -5.78734e-09   -0.00188721
 0.0477309     0.0748961     0.0617488    0.00144446   0.000955399  -0.000288723   7.88025e-05   0.000240391  -0.000548907  -1.45079e-05   1.00151e-06  -8.28106e-09   -0.00194957
 0.0491575     0.0764376     0.0629311    0.00150128   0.000986588  -0.000367731   0.000228223   0.000188148  -0.000582236  -1.72281e-05   1.20211e-06  -1.13602e-08   -0.00200787
 0.0506267     0.0780023     0.0641325    0.00155976    0.00101832  -0.000439021   0.000356882   0.000152127  -0.000617024  -2.02846e-05   1.42392e-06  -1.46361e-08    -0.0020679
 0.0521398     0.0795905     0.0653532    0.00161989    0.00105056  -0.000519549   0.000529239   8.22251e-05   -0.00065094  -2.44231e-05   1.74285e-06  -2.05032e-08   -0.00213136
 0.0536981     0.0812022     0.0665937    0.00168169    0.00108329   -0.00056947   0.000566756   0.000140218   -0.00068597  -2.90351e-05   2.09214e-06  -2.66974e-08     -0.002198
 0.0553031     0.0828377     0.0678546    0.00174516    0.00111648  -0.000565596   0.000491681   0.000281079  -0.000717132  -3.49317e-05   2.52572e-06  -3.44744e-08   -0.00227923
 0.0569559     0.0844972     0.0691364    0.00181029    0.00115011  -0.000511062   0.000391147   0.000420056  -0.000736362  -4.40656e-05   3.21925e-06  -4.90234e-08   -0.00238641
 0.0586582     0.0861808     0.0704395    0.00187707    0.00118413  -0.000699134    0.00061447   0.000406847  -0.000794654  -4.75423e-05   3.51043e-06  -5.28733e-08   -0.00241498
 0.0604114     0.0878887     0.0717646    0.00194551    0.00121851  -0.000806073   0.000708806   0.000470509  -0.000843124  -5.37683e-05   4.01459e-06  -6.20026e-08   -0.00246849
